71,6.5,7,7.7,8.4,9.2,10.1,11.1
71.5,6.5,7.1,7.7,8.5,9.3,10.2,11.3
72,6.6,7.2,7.8,8.6,9.4,10.3,11.4
72.5,6.7,7.3,7.9,8.7,9.5,10.5,11.5
73,6.8,7.4,8,8.8,9.6,10.6,11.7
73.5,6.9,7.4,8.1,8.9,9.7,10.7,11.8
74,6.9,7.5,8.2,9,9.8,10.8,11.9
74.5,7,7.6,8.3,9.1,9.9,10.9,12
75,7.1,7.7,8.4,9.1,10,11,12.2
75.5,7.1,7.8,8.5,9.2,10.1,11.1,12.3
76,7.2,7.8,8.5,9.3,10.2,11.2,12.4
76.5,7.3,7.9,8.6,9.4,10.3,11.4,12.5
77,7.4,8,8.7,9.5,10.4,11.5,12.6
77.5,7.4,8.1,8.8,9.6,10.5,11.6,12.8
78,7.5,8.2,8.9,9.7,10.6,11.7,12.9
78.5,7.6,8.2,9,9.8,10.7,11.8,13
79,7.7,8.3,9.1,9.9,10.8,11.9,13.1
79.5,7.7,8.4,9.1,10,10.9,12,13.3
80,7.8,8.5,9.2,10.1,11,12.1,13.4
80.5,7.9,8.6,9.3,10.2,11.2,12.3,13.5
81,8,8.7,9.4,10.3,11.3,12.4,13.7
81.5,8.1,8.8,9.5,10.4,11.4,12.5,13.8
82,8.1,8.8,9.6,10.5,11.5,12.6,13.9
82.5,8.2,8.9,9.7,10.6,11.6,12.8,14.1
83,8.3,9,9.8,10.7,11.8,12.9,14.2
83.5,8.4,9.1,9.9,10.9,11.9,13.1,14.4
84,8.5,9.2,10.1,11,12,13.2,14.5
84.5,8.6,9.3,10.2,11.1,12.1,13.3,14.7
85,8.7,9.4,10.3,11.2,12.3,13.5,14.9
85.5,8.8,9.5,10.4,11.3,12.4,13.6,15
86,8.9,9.7,10.5,11.5,12.6,13.8,15.2
86.5,9,9.8,10.6,11.6,12.7,13.9,15.4
87,9.1,9.9,10.7,11.7,12.8,14.1,15.5
87.5,9.2,10,10.9,11.8,13,14.2,15.7
88,9.3,10.1,11,12,13.1,14.4,15.9
88.5,9.4,10.2,11.1,12.1,13.2,14.5,16
89,9.5,10.3,11.2,12.2,13.4,14.7,16.2
89.5,9.6,10.4,11.3,12.3,13.5,14.8,16.4
90,9.7,10.5,11.4,12.5,13.7,15,16.5
90.5,9.8,10.6,11.5,12.6,13.8,15.1,16.7
91,9.9,10.7,11.7,12.7,13.9,15.3,16.9
91.5,10,10.8,11.8,12.8,14.1,15.5,17
92,10.1,10.9,11.9,13,14.2,15.6,17.2
92.5,10.1,11,12,13.1,14.3,15.8,17.4
93,10.2,11.1,12.1,13.2,14.5,15.9,17.5
93.5,10.3,11.2,12.2,13.3,14.6,16.1,17.7
94,10.4,11.3,12.3,13.5,14.7,16.2,17.9
94.5,10.5,11.4,12.4,13.6,14.9,16.4,18
95,10.6,11.5,12.6,13.7,15,16.5,18.2
95.5,10.7,11.6,12.7,13.8,15.2,16.7,18.4
96,10.8,11.7,12.8,14,15.3,16.8,18.6
96.5,10.9,11.8,12.9,14.1,15.4,17,18.7
97,11,12,13,14.2,15.6,17.1,18.9
97.5,11.1,12.1,13.1,14.4,15.7,17.3,19.1
98,11.2,12.2,13.3,14.5,15.9,17.5,19.3
98.5,11.3,12.3,13.4,14.6,16,17.6,19.5
99,11.4,12.4,13.5,14.8,16.2,17.8,19.6
99.5,11.5,12.5,13.6,14.9,16.3,18,19.8
100,11.6,12.6,13.7,15,16.5,18.1,20
100.5,11.7,12.7,13.9,15.2,16.6,18.3,20.2
101,11.8,12.8,14,15.3,16.8,18.5,20.4
101.5,11.9,13,14.1,15.5,17,18.7,20.6
102,12,13.1,14.3,15.6,17.1,18.9,20.8
102.5,12.1,13.2,14.4,15.8,17.3,19,21
103,12.3,13.3,14.5,15.9,17.5,19.2,21.3
103.5,12.4,13.5,14.7,16.1,17.6,19.4,21.5
104,12.5,13.6,14.8,16.2,17.8,19.6,21.7
104.5,12.6,13.7,15,16.4,18,19.8,21.9
105,12.7,13.8,15.1,16.5,18.2,20,22.2
105.5,12.8,14,15.3,16.7,18.4,20.2,22.4
106,13,14.1,15.4,16.9,18.5,20.5,22.6
106.5,13.1,14.3,15.6,17.1,18.7,20.7,22.9
107,13.2,14.4,15.7,17.2,18.9,20.9,23.1
107.5,13.3,14.5,15.9,17.4,19.1,21.1,23.4
108,13.5,14.7,16,17.6,19.3,21.3,23.6
108.5,13.6,14.8,16.2,17.8,19.5,21.6,23.9
109,13.7,15,16.4,18,19.7,21.8,24.2
109.5,13.9,15.1,16.5,18.1,20,22,24.4
110,14,15.3,16.7,18.3,20.2,22.3,24.7
