88,9.7,10.5,11.3,12.2,13.3,14.5,15.8
88.5,9.8,10.6,11.4,12.4,13.4,14.6,15.9
89,9.9,10.7,11.5,12.5,13.5,14.7,16.1
89.5,10,10.8,11.6,12.6,13.7,14.9,16.2
90,10.1,10.9,11.8,12.7,13.8,15,16.4
90.5,10.2,11,11.9,12.8,13.9,15.1,16.5
91,10.3,11.1,12,13,14.1,15.3,16.7
91.5,10.4,11.2,12.1,13.1,14.2,15.4,16.8
92,10.5,11.3,12.2,13.2,14.3,15.6,17
92.5,10.6,11.4,12.3,13.3,14.4,15.7,17.1
93,10.7,11.5,12.4,13.4,14.6,15.8,17.3
93.5,10.7,11.6,12.5,13.5,14.7,16,17.4
94,10.8,11.7,12.6,13.7,14.8,16.1,17.6
94.5,10.9,11.8,12.7,13.8,14.9,16.3,17.7
95,11,11.9,12.8,13.9,15.1,16.4,17.9
95.5,11.1,12,12.9,14,15.2,16.5,18
96,11.2,12.1,13.1,14.1,15.3,16.7,18.2
96.5,11.3,12.2,13.2,14.3,15.5,16.8,18.4
97,11.4,12.3,13.3,14.4,15.6,17,18.5
97.5,11.5,12.4,13.4,14.5,15.7,17.1,18.7
98,11.6,12.5,13.5,14.6,15.9,17.3,18.9
98.5,11.7,12.6,13.6,14.8,16,17.5,19.1
99,11.8,12.7,13.7,14.9,16.2,17.6,19.2
99.5,11.9,12.8,13.9,15,16.3,17.8,19.4
100,12,12.9,14,15.2,16.5,18,19.6
100.5,12.1,13,14.1,15.3,16.6,18.1,19.8
101,12.2,13.2,14.2,15.4,16.8,18.3,20
101.5,12.3,13.3,14.4,15.6,16.9,18.5,20.2
102,12.4,13.4,14.5,15.7,17.1,18.7,20.4
102.5,12.5,13.5,14.6,15.9,17.3,18.8,20.6
103,12.6,13.6,14.8,16,17.4,19,20.8
103.5,12.7,13.7,14.9,16.2,17.6,19.2,21
104,12.8,13.9,15,16.3,17.8,19.4,21.2
104.5,12.9,14,15.2,16.5,17.9,19.6,21.5
105,13,14.1,15.3,16.6,18.1,19.8,21.7
105.5,13.2,14.2,15.4,16.8,18.3,20,21.9
106,13.3,14.4,15.6,16.9,18.5,20.2,22.1
106.5,13.4,14.5,15.7,17.1,18.6,20.4,22.4
107,13.5,14.6,15.9,17.3,18.8,20.6,22.6
107.5,13.6,14.7,16,17.4,19,20.8,22.8
108,13.7,14.9,16.2,17.6,19.2,21,23.1
108.5,13.8,15,16.3,17.8,19.4,21.2,23.3
109,14,15.1,16.5,17.9,19.6,21.4,23.6
109.5,14.1,15.3,16.6,18.1,19.8,21.7,23.8
110,14.2,15.4,16.8,18.3,20,21.9,24.1
